sig_st
"(array([ 2.28081657e+08, -2.77447038e+08,  8.88109449e+07]), array([ 1.71061242e+08, -2.08085278e+08,  6.66082087e+07]))"
"(array([-2.56309161e+08, -5.11246473e+08, -2.11605226e+08]), array([-1.70872774e+08, -3.40830982e+08, -1.41070151e+08]))"
"(array([-3.84341466e+07, -2.02632295e+09,  4.44054725e+07]), array([-1.92170733e+07, -1.01316148e+09,  2.22027362e+07]))"
"(array([-3.51944457e+08, -4.36923561e+08,  3.63246040e+08]), array([0., 0., 0.]))"
"(array([0., 0., 0.]), array([ 3.51944457e+08,  4.36923561e+08, -3.63246040e+08]))"
"(array([ 1.92170733e+07,  1.01316148e+09, -2.22027362e+07]), array([ 3.84341466e+07,  2.02632295e+09, -4.44054725e+07]))"
"(array([1.70872774e+08, 3.40830982e+08, 1.41070151e+08]), array([2.56309161e+08, 5.11246473e+08, 2.11605226e+08]))"
"(array([-1.71061242e+08,  2.08085278e+08, -6.66082087e+07]), array([-2.28081657e+08,  2.77447038e+08, -8.88109449e+07]))"
