stresses
"[array([ 38590440.31600308, -38587313.38284837,         0.        ]), array([ 38590440.31600308, -38587313.38284837,         0.        ])]"
"[array([1.56346658e+03, 1.56346658e+03, 3.85888768e+07]), array([1.56346658e+03, 1.56346658e+03, 3.85888768e+07])]"
"[array([-3.85873134e+07,  3.85904403e+07,  4.72577445e-09]), array([-3.85873134e+07,  3.85904403e+07,  4.72577445e-09])]"
"[array([ 1.56346658e+03,  1.56346658e+03, -3.85888768e+07]), array([ 1.56346658e+03,  1.56346658e+03, -3.85888768e+07])]"
"[array([ 1.56346658e+03,  1.56346658e+03, -3.85888768e+07]), array([ 1.56346658e+03,  1.56346658e+03, -3.85888768e+07])]"
"[array([-3.85873134e+07,  3.85904403e+07,  4.72577445e-09]), array([-3.85873134e+07,  3.85904403e+07,  4.72577445e-09])]"
"[array([1.56346658e+03, 1.56346658e+03, 3.85888768e+07]), array([1.56346658e+03, 1.56346658e+03, 3.85888768e+07])]"
"[array([ 38590440.31600308, -38587313.38284837,         0.        ]), array([ 38590440.31600308, -38587313.38284837,         0.        ])]"
